id,Theme,Enabling condition,Minimal,Key Factor,Question,Definition,Guidance,Follow up question(s),Examples of strategies to address gap in key factor
11,Habilitar,Condições ecológicas,Populações de origem ,"Sementes nativas, mudas ou populações de origem estão facilmente disponíveis.","• A paisagem em questão possui populações-fonte, bancos de propágulos no solo (como sistemas radiculares subterrâneos e bancos de sementes) ou fontes de baixo custo de sementes e mudas nativas que possam servir de base para a recuperação do ecossistema? ","A paisagem em questão possui recursos naturais que favorecem a regeneração, como áreas naturais próximas, regeneração de raízes subterrâneas, sementes dispersas por animais e fácil acesso a sementes e mudas nativas de baixo custo que contribuem para a recuperação do ecossistema.","• Populações-fonte viáveis ou bancos de propágulos no solo de plantas nativas são vitais para a restauração passiva.  
• Este fator-chave de sucesso aplica-se a toda a cadeia de abastecimento de sementes e mudas nativas, incluindo a produção de sementes, a coleta e o processamento de sementes e os viveiros de mudas.","• Se a resposta for “não”, onde está a lacuna (por exemplo, sementes, coletores de sementes, viveiros, populações de origem, bancos de propágulos no solo)?","• Estabelecer leis que protejam as áreas remanescentes de vegetação nativa na paisagem candidata.
• Criar incentivos financeiros e programas de capacitação com o objetivo de fortalecer e aumentar o número e a qualidade dos viveiros de mudas e das redes de coletores de sementes.
",
12,Habilitar,Condições econômicas,Demandas concorrentes,"As demandas econômicas conflitantes pelo uso da terra (por exemplo, alimentos, combustível) que causam degradação são gerenciadas. ","• As pressões econômicas decorrentes da produção de culturas agrícolas, pecuária, lenha e/ou biocombustíveis em terras degradadas e ecossistemas naturais estão diminuindo na paisagem em questão?","A demanda pela produção de culturas agrícolas, pecuária, lenha e/ou biocombustíveis em ecossistemas degradados ou naturais na paisagem em questão está diminuindo (por exemplo, devido a melhorias na produtividade em outros locais), o que reduz as pressões que impulsionam a degradação do solo e ""libera"" oportunidades para a restauração.  ","• As pressões competitivas sobre o uso da terra podem advir da expansão agrícola, do desenvolvimento de infraestruturas, do pastoreio de gado, da lenha e da urbanização.
• Este fator-chave de sucesso é possivelmente um dos mais importantes tendo em conta a crescente procura global de terras para produzir culturas, gado e biocombustíveis (Searchinger et al. 2013).  
• Este fator crucial não se aplicaria quando a terra fosse restaurada para sistemas agroflorestais ou silvopastoris que continuassem a produzir culturas e gado, respectivamente.",• Quais são os principais usos alternativos concorrentes da terra para áreas candidatas à restauração?,"• Aplicar medidas técnicas e financeiras para aumentar a produtividade (rendimento por hectare) das culturas e da pecuária em terras agrícolas não marginais existentes.
• Implementar medidas técnicas e financeiras para aumentar o fornecimento de madeira, produtos agrícolas e energia renovável não derivada de biomassa proveniente de paisagens restauradas.
• Evite definir metas de bioenergia que possam levar à degradação do solo ou à conversão de antigas áreas florestais em plantações de biomassa.
• As medidas financeiras incluem incentivos políticos? Uma estratégia fundamental para lidar com essa pressão econômica é redirecionar os incentivos de atividades prejudiciais ao uso da terra para práticas agrícolas regenerativas. ",
13,Habilitar,Condições econômicas,Cadeias de valor,"Existem cadeias de valor e/ou mercados para produtos básicos (madeira, produtos agrícolas) e produtos ambientais (carbono, água, biodiversidade) provenientes de áreas restauradas.",• Existem cadeias de valor que permitem que os produtos de terras restauradas cheguem aos consumidores finais?,"Na medida em que a restauração florestal na paisagem alvo gerar produtos e serviços comercializáveis, serão estabelecidas cadeias de valor que permitirão que esses produtos cheguem ao consumidor final a partir da floresta restaurada.","• Este fator-chave de sucesso refere-se tanto ao acesso ao mercado quanto à demanda de mercado por produtos e serviços derivados de paisagens florestais restauradas. Uma “cadeia de valor” descreve as múltiplas etapas envolvidas no fornecimento de um produto ou serviço, como colheita, coleta, processamento, transporte e distribuição. Uma cadeia de valor derivada da restauração sugere que indivíduos ou grupos na paisagem em questão podem obter meios de subsistência e desenvolver atividades econômicas locais como parte da restauração do ecossistema.
• Analise se existem iniciativas, cooperativas ou empresas nas paisagens visadas que vendem produtos ou serviços como resultado de atividades de restauração. Será que os produtores nesses locais conseguem diferenciar seus produtos e serviços por meio de rótulos, certificações ou acesso a mercados preferenciais? Existe infraestrutura para processar e agregar os produtos e serviços oferecidos pelas regiões-alvo?
• Os serviços ecossistêmicos restaurados podem incluir recreação, turismo e abastecimento de água.","• Se a resposta for “não”, onde estão as lacunas nessa cadeia de valor?
• Se a resposta for “sim”, qual é a cadeia de valor, incluindo produtores, intermediários, consumidores finais, etc.?","• Promover o crescimento dos mercados (tanto de oferta quanto de demanda) de produtos básicos (madeira, produtos agrícolas) e produtos ambientais (carbono, água, biodiversidade) derivados de paisagens restauradas.
• Oferecer financiamento com juros baixos para empresas diretamente envolvidas na “cadeia de valor da restauração”.
",
14,Habilitar,Condições das políticas,Arrendamento de Terras,"Usuários da terra, proprietários de terras ou comunidades têm direitos de posse seguros sobre a terra e seus recursos naturais. ","• Os administradores da área em questão possuem direitos claros e seguros para usar a terra, colher produtos de forma sustentável e receber os benefícios financeiros que resultariam da restauração? Esses direitos são acessíveis a todas as partes interessadas, incluindo mulheres e grupos vulneráveis? ","As pessoas e comunidades que administram a paisagem em causa têm direitos claros e seguros (por exemplo, sob a forma de propriedade da terra ou direitos de gestão de recursos naturais) aos benefícios que resultariam da restauração.","• A falta (ou insegurança) de posse da terra e de direitos sobre os recursos naturais na paisagem em questão pode desencorajar a restauração que envolva intervenção humana.  As pessoas não investirão no plantio de árvores e vegetação nativas nem permitirão a regeneração natural nas terras que administram se não houver probabilidade de se beneficiarem do estado restaurado.
• Os direitos de posse e os direitos sobre recursos naturais podem assumir a forma de propriedade privada da terra, terras comunitárias, acordos consuetudinários, certificados de direitos de uso, etc.

• Considere também se a posse existente se sobrepõe ou entra em conflito com os direitos consuetudinários.","• Se a resposta for “não”, quais direitos estão faltando e para quem?","• Reformar as políticas para garantir que os administradores de terras tenham direitos claros e seguros sobre a terra e os recursos naturais (por exemplo, árvores) em suas terras.",
15,Habilitar,Condições das políticas,Políticas,As políticas que afetam a restauração são harmonizadas e simplificadas.,"• As políticas que podem ter impacto na restauração da paisagem alvo estão alinhadas e otimizadas em um contexto global, nacional, subnacional e local?","As políticas públicas relevantes estão alinhadas, são consistentes e otimizadas para apoiar eficazmente os esforços de restauração na área-alvo. Essas políticas se reforçam mutuamente, minimizam barreiras administrativas desnecessárias e criam um ambiente propício à sua implementação. Políticas que promovam a igualdade de gênero e a inclusão social também são consideradas essenciais para apoiar resultados de restauração inclusivos e sustentáveis.","• As políticas nacionais sobre clima, biodiversidade e degradação do solo provavelmente terão pontos de convergência para a restauração, que podem ser considerados por meio dos comitês nacionais existentes.
• Outras políticas a serem consideradas incluem aquelas relacionadas à agricultura, indústrias extrativas, água, planejamento do uso da terra, infraestrutura e recursos naturais.
• Em alguns casos, as políticas de conservação da natureza ou outros setores podem inibir a restauração (por exemplo, leis que proíbem a remoção de sementes nativas de áreas protegidas, leis que proíbem a colheita de espécies arbóreas nativas, subsídios que incentivam fatores de degradação).","• Se a resposta for “não”, quais políticas não estão alinhadas ou simplificadas?","• Realizar uma avaliação para identificar as políticas existentes que possam afetar a eficácia e a eficiência da restauração de ecossistemas, determinar se cada uma delas se apoia mutuamente e recomendar reformas políticas para alcançar maior alinhamento.",
16,Habilitar,Condições das políticas,Existem restrições à compensação.,"Existem restrições à exploração madeireira nos ecossistemas naturais remanescentes (florestas, pastagens, zonas úmidas, etc.).",• A área em questão possui leis que restringem a exploração madeireira ou o desmatamento dos ecossistemas naturais remanescentes?,A área em questão possui leis que restringem o desmatamento ou a exploração madeireira dos ecossistemas naturais remanescentes.,"• Restrições à exploração madeireira em florestas remanescentes e ecossistemas naturais podem impedir a expansão de áreas degradadas ou exploradas. Essas restrições também criam um incentivo para restaurar a produtividade de áreas já exploradas, uma vez que as oportunidades de utilização da fronteira florestal são reduzidas.
• As restrições também podem assumir a forma de uma extensa rede de parques nacionais e florestas nacionais, uma extensa rede de territórios indígenas florestados, padrões de proteção de ecossistemas em terras comunitárias, padrões de “perda líquida zero”, percentuais específicos de terra que devem permanecer como floresta (por exemplo, o Código Florestal do Brasil) e muito mais.
• Um componente importante desse fator-chave de sucesso é que as “florestas e ecossistemas naturais” foram claramente definidos pela jurisdição que patrocina a restrição (por exemplo, o governo nacional).  Essa definição deve incluir florestas primárias, florestas secundárias, florestas degradadas e outros ecossistemas com potencial de restauração. ","• Se sim, quais são essas leis?","• Estabelecer leis que restrinjam a exploração madeireira ou o desmatamento dos ecossistemas naturais remanescentes. Estabelecer, fortalecer e aplicar marcos legais e regulamentares que restrinjam a exploração madeireira, o desmatamento ou a conversão dos ecossistemas naturais remanescentes, garantindo a proteção a longo prazo dos habitats críticos e das funções ecológicas.",
17,Habilitar,Condições das políticas,Aplicam-se restrições de limpeza.,"Existem restrições à exploração madeireira em ecossistemas naturais remanescentes (por exemplo, florestas, pastagens, zonas úmidas).",• Essas restrições ao desmatamento ou à exploração madeireira estão sendo aplicadas adequadamente?,As leis que restringem a exploração madeireira dos ecossistemas naturais remanescentes são devidamente aplicadas.,"• Não basta ter regulamentos que restrinjam a exploração madeireira dos ecossistemas naturais remanescentes; é necessário que as autoridades competentes façam cumprir essas restrições.
• Particularmente em áreas remotas, a aplicação da lei depende da capacidade das organizações policiais e dos incentivos que estas possuem para desempenhar suas atividades.","• Se a resposta for ""não"", por quê?","• Realizar campanhas de comunicação para conscientizar as partes interessadas relevantes sobre a lei. 
• Estabelecer um sistema de monitoramento das mudanças na cobertura florestal para identificar atividades de extração ilegal de madeira.
• Adotar medidas coercitivas (por exemplo, multas, recusa de acesso a crédito) contra violações da lei.
• Garantir que os recursos humanos e financeiros para a aplicação da lei sejam adequados.
",
18,Habilitar,Condições sociais e culturais,"Mulheres, jovens, povos indígenas","Mulheres, jovens e povos indígenas participam da tomada de decisões sobre a restauração.","• As mulheres, os jovens e os povos indígenas que vivem na área-alvo e em seus arredores, juntamente com os sistemas culturais, as estruturas de governança tradicional e os sistemas de conhecimento que representam, estão envolvidos de forma significativa na tomada de decisões sobre a restauração (por exemplo, concepção do programa, definição de metas, gestão, monitoramento e seleção de indicadores)?","Mulheres, jovens e povos indígenas são explicitamente reconhecidos e apoiados como participantes-chave no planejamento e implementação da restauração em todas as escalas. Seus sistemas culturais, estruturas de governança tradicionais e conhecimentos são respeitados e integrados aos órgãos de tomada de decisão, acordos de governança e processos de monitoramento, garantindo resultados de restauração inclusivos, representativos e culturalmente adequados.","• A tomada de decisões relacionadas a essas áreas (incluindo planejamento, projeto, gestão e monitoramento) deve ser inclusiva e culturalmente adequada. Quando a participação é limitada ou extrativista, os esforços de restauração correm o risco de fragmentação, enfraquecimento da apropriação local e distribuição desigual dos benefícios, especialmente para mulheres, jovens e povos indígenas.
• Aproveitar e fortalecer as instituições locais existentes e os processos culturalmente enraizados (por exemplo, cooperativas florestais a nível de aldeia, grupos de mulheres, organizações de povos indígenas, associações de jovens e sistemas de governação tradicionais) pode apoiar os acordos de cogestão, melhorar a participação local e aumentar a adoção a longo prazo de iniciativas de restauração.
• O planejamento e a implementação da restauração devem reconhecer e respeitar os sistemas culturais em geral (incluindo os valores, o conhecimento e as práticas de diversos grupos de partes interessadas) e integrar essas perspectivas nos processos de tomada de decisão, gestão e monitoramento.
• A participação efetiva e inclusiva exige transparência e responsabilização na tomada de decisões, respeito pelo consentimento livre, prévio e informado (CLPI), quando apropriado, e mecanismos de reclamação e feedback acessíveis e confiáveis que permitam às partes interessadas expressar preocupações e possibilitar a correção de rumos quando os processos ou resultados falharem.","• Se a resposta for ""não"", quais grupos não estão bem representados? 
• Se a resposta for ""não"", de que aspectos da restauração os grupos vulneráveis são excluídos? 
","• Envolver representantes das pessoas que vivem dentro e ao redor da paisagem-alvo no processo de restauração (por exemplo, definição de metas, planejamento, implementação, monitoramento e seleção de indicadores) e nos mecanismos de governança (por exemplo, grupos multissetoriais).
• Cultivar defensores da restauração nas comunidades locais, realizando esforços de capacitação ou desenvolvendo estruturas financeiras que priorizem projetos de restauração liderados pela comunidade.  
• Adotar medidas inclusivas (por exemplo, métodos de facilitação interculturais ou adaptáveis, convocatórias abertas, workshops em línguas locais) para reunir e refletir as diversas perspectivas de todas as pessoas na região.
• Utilize dados desagregados por gênero ao medir a participação, os benefícios e outros resultados da restauração.",
19,Habilitar,Condições sociais e culturais,A população local se beneficia.,A população local se beneficia com a restauração.,"• As pessoas que vivem na área-alvo e em seus arredores podem usufruir dos benefícios gerados pela restauração, como a melhoria dos meios de subsistência ou dos serviços ecossistêmicos?","As comunidades que vivem dentro ou ao redor das áreas-alvo têm suas necessidades atendidas por meio de esforços de restauração e recebem benefícios ambientais (por exemplo, melhoria da qualidade da água, aumento da oferta de produtos florestais) ou benefícios econômicos (por exemplo, fontes alternativas de renda, melhoria dos meios de subsistência) como resultado da restauração.","• A documentação de planejamento e o projeto técnico de qualquer iniciativa de restauração devem incluir estruturas e mecanismos para garantir que as pessoas que vivem nas áreas restauradas ou em suas proximidades sejam as principais beneficiárias dos resultados positivos da restauração. Aqui você encontrará exemplos dos benefícios que a restauração pode trazer. 
• Os planejadores ou executores de restaurações devem se perguntar continuamente: Entre os benefícios sociais, culturais, políticos, ambientais e econômicos identificados, os planos de restauração especificam quais pessoas ou grupos locais devem se beneficiar das atividades de restauração? Esses benefícios correspondem às necessidades locais? Os benefícios recebidos pela população local são razoáveis, equitativos e confiáveis?
• Se a população local não perceber os benefícios, terá poucos incentivos para mudar seus comportamentos a fim de possibilitar a restauração ou sustentar a paisagem restaurada a longo prazo.  ","• Se a resposta for “não”, quais barreiras ou limitações impedem as comunidades locais de aceder aos benefícios da restauração?","• Garantir que os fluxos financeiros para bens e/ou serviços gerados pela paisagem restaurada (por exemplo, pagamentos por serviços ecossistêmicos) cheguem às pessoas que vivem dentro e ao redor da paisagem restaurada.
• Desenvolver estruturas financeiras, como títulos ou esquemas de financiamento baseados em resultados, que recompensem as comunidades locais pela restauração do seu meio ambiente. 
• Criar sistemas de monitoramento participativo que permitam às comunidades locais relatar os benefícios da restauração a curto e longo prazo e informar sobre futuras mudanças ou ajustes de projeto.
• Permitir que as populações locais colham alguns dos produtos florestais da paisagem restaurada.
",
20,Habilitar,Condições institucionais,Funções e responsabilidades,Os papéis e responsabilidades na restauração estão claramente definidos.,"Os papéis e responsabilidades na restauração do ecossistema na paisagem em questão estão claramente definidos, são compreendidos pelas partes interessadas relevantes e contam com o apoio das autoridades?","Os papéis e responsabilidades para a restauração na paisagem alvo estão claramente definidos, são compreendidos entre os atores relevantes (por exemplo, governo, sociedade civil, setor privado e outras partes interessadas relevantes) e contam com o apoio da autoridade competente.","• Analise se existem agências, instituições ou grupos designados com poder para implementar a restauração de ecossistemas.
• Na ausência de clareza sobre funções e responsabilidades, a inação pode ocorrer porque funções importantes não são contempladas, há incerteza sobre quem faz o quê, ou instituições e grupos reivindicam responsabilidades e direitos sobrepostos.  
• Para responder adequadamente a esta questão, os usuários podem precisar mapear os mandatos existentes para o planejamento, a coordenação, a implementação e o monitoramento da restauração entre entidades públicas, grupos e organizações privadas, proprietários de terras, usuários da terra e outras partes interessadas importantes. Funções, responsabilidades e direitos também podem ser definidos em leis, políticas ou práticas consuetudinárias. ","• Se a resposta for “não”, o que está faltando em termos de clareza de funções e responsabilidades?","• Criar uma plataforma ou comitê de restauração de ecossistemas em nível nacional, estadual, local ou de bacia hidrográfica, que articule funções e responsabilidades entre entidades governamentais, da sociedade civil, acadêmicas e do setor privado, bem como outras partes interessadas relevantes.",
21,Habilitar,Condições institucionais,Coordenação institucional,Mantém-se uma coordenação institucional eficaz.,"Os principais intervenientes do governo, da sociedade civil e do setor privado estão efetivamente coordenados — por exemplo, através de um grupo de trabalho ou de um processo multilateral — para conceber, implementar e monitorizar a restauração do ecossistema na área candidata, garantindo simultaneamente que estes esforços incluam os grupos vulneráveis?","Os atores relevantes do governo, da sociedade civil e/ou do setor privado estão suficientemente coordenados para planejar, implementar e monitorar a restauração na área-alvo.","• Analise se as instituições públicas e privadas se comprometeram a estabelecer uma liderança e mandatos claros para a restauração. Existe alguma ação conjunta comprovada, na forma de mecanismos de coordenação, comitês, grupos de trabalho ou alianças, que se reúnam regularmente e tomem decisões sobre a restauração? Esses esforços de coordenação incluem planos compartilhados, dados, contribuições técnicas e monitoramento, especialmente entre os níveis de governança local, regional e nacional?","• Se a resposta for “não”, o que está faltando em termos de coordenação?","• No âmbito governamental, criar um Grupo de Trabalho interministerial sobre Restauração de Ecossistemas, responsável por coordenar as atividades governamentais (nacionais, estaduais e municipais) de restauração.
• Criar uma iniciativa de restauração com múltiplas partes interessadas que defina a visão e coordene as atividades de restauração em toda a paisagem (por exemplo, o PAC da Mata Atlântica no Brasil).
",
22,Implementar,Liderança,Campeões da Restauração,Existem defensores nacionais e/ou locais da restauração.,"• Existe algum defensor carismático e comprometido com a restauração na área em questão? Eles representam todos os segmentos da sociedade, incluindo mulheres, jovens e povos indígenas? ","Existem indivíduos carismáticos (ou instituições influentes) que podem inspirar eficazmente os responsáveis políticos a procurar a restauração, mobilizar apoio e manter o ímpeto ao longo do tempo no panorama dos candidatos.","• Os campeões podem ser indivíduos ou grupos comprometidos com a restauração da paisagem e capazes de agir de acordo. Em algumas paisagens ou ecossistemas, pode ser necessário cultivar as espécies campeãs e dar-lhes um perfil visível.
• Historicamente, projetos de restauração bem-sucedidos contaram com um promotor ou forte apoio governamental. Poucos não possuíam ambos.",• Quem é o campeão (ou os campeões)?,"• Cultivar, apoiar e dar voz a potenciais defensores da restauração (indivíduos, organizações).
• Promover encontros entre líderes e potenciais líderes de diversas localidades (mesmo fora do âmbito dos candidatos) para que se inspirem mutuamente e compartilhem as melhores práticas. 
",
23,Implementar,Liderança,Compromissos políticos,Existe um compromisso político contínuo.,• Existe um compromisso claro e sustentado a longo prazo por parte de instituições governamentais e não governamentais para apoiar os esforços de restauração na área em questão?,"O compromisso das autoridades governamentais (em todos os níveis relevantes, quando apropriado) e das instituições não governamentais com a restauração na área-alvo está claramente estabelecido e reconhecido como um compromisso sustentado a longo prazo.","• Pode ser difícil prever o compromisso de longo prazo de um governo ou organização.  Em situações como essa, é necessário considerar se o compromisso transcende os partidos políticos e se a restauração trará benefícios recorrentes para os principais interessados.","• Em caso afirmativo, qual é a prova do compromisso expresso e de quem ele partiu?","• Criar e mobilizar um amplo eleitorado (representando múltiplos setores, incluindo a agricultura) que mantenha a restauração na agenda política nacional.",
24,Implementar,Conhecimento,"O ""saber-fazer"" da restauração existe","Existe ""conhecimento técnico"" relevante em restauração para as paisagens dos candidatos.","• Existe conhecimento local diversificado (incluindo conhecimento indígena, conhecimento ecológico tradicional e conhecimento sensível às questões de gênero) sobre como implementar a restauração em larga escala na paisagem em questão?","Especialistas locais conhecem as técnicas de restauração (por exemplo, regeneração natural e assistida, conhecimento tradicional) adaptadas à paisagem em questão, ou realizam pesquisas sobre o assunto.","• O conhecimento local pode vir do saber tradicional das comunidades que vivem dentro ou ao redor da paisagem, de especialistas em universidades e serviços de extensão rural, e de organizações não governamentais atuantes nessa área.
• O conhecimento pode ser gerado localmente ou importado de outros lugares, mas deve ser comunicado ou transmitido por profissionais locais. Orientações sobre as “melhores práticas” em restauração podem ser obtidas em universidades, organizações não governamentais ou agências de extensão rural, bem como com indivíduos ou grupos locais com experiência em restauração a longo prazo.","• Caso a resposta seja “não”, quais são as lacunas de conhecimento mais significativas?","• Criar programas de restauração de ecossistemas em universidades e escolas agrícolas.
• Priorizar a restauração de ecossistemas em programas de financiamento de pesquisa públicos e privados.
• Criar pontes entre pesquisadores e profissionais de restauração para que os primeiros possam gerar pesquisas práticas que possam ser aplicadas na paisagem.
",
25,Implementar,Conhecimento,Transferência de conhecimento,O conhecimento técnico da restauração é transferido por meio de parceiros ou serviços de extensão.,"• Existem serviços de extensão rural, visitas de agricultor para agricultor, grupos de mulheres, redes locais e/ou outros meios de sensibilização e capacitação para a restauração, e estes dispõem de recursos adequados na área-alvo ou a nível nacional?","Assistência técnica e extensão rural (“serviços de extensão”), visitas de agricultor a agricultor, grupos de mulheres, redes locais e/ou outros meios de sensibilização e capacitação para a restauração estão disponíveis, e recursos adequados estão disponíveis na paisagem candidata.","• A partilha de conhecimento pode ser documentada em serviços formais de extensão, tais como visitas de campo, programas de formação, escolas de campo, materiais impressos e locais de demonstração.
• Analise se os grupos informais de aprendizagem sobre restauração estão compartilhando informações ou coordenando atividades, incluindo grupos de mulheres, associações de produtores ou troca de conhecimento entre povos indígenas. Essa comunicação ""de agricultor para agricultor"" ou ""de gestor de terras para gestor de terras"" pode ser um dos meios mais eficazes de educação e treinamento. 
• Redes ou associações locais para o desenvolvimento de capacidades em restauração de ecossistemas, agroflorestamento ou reflorestamento podem ser mencionadas em documentos nacionais ou relatórios de organizações não governamentais.","• Considerando o panorama atual de candidatos, quais entidades estão melhor posicionadas para fornecer serviços de extensão?","• Facilitar encontros entre agricultores e a interação sobre assuntos de restauração.
• Estabelecer indicadores-chave de desempenho relacionados à restauração de ecossistemas para agentes de extensão rural.
• Aumentar o financiamento para treinamento em restauração de ecossistemas dentro dos serviços de extensão rural.
• Incluir assistência técnica para restauração como parte dos pacotes de financiamento agrícola para agricultores.
• Utilizar tecnologias modernas de informação e comunicação para melhor conectar agentes de extensão rural e administradores de terras, e para fornecer a ambos as pesquisas e informações mais atualizadas.",
26,Implementar,Projeto técnico,Design resiliente ,O projeto de restauração possui uma base técnica e é resistente às intempéries.,"• O plano de restauração da paisagem em questão baseia-se nas melhores práticas, incorporando a melhor ciência disponível, o conhecimento ecológico tradicional e abordagens resilientes às mudanças climáticas?","O plano de restauração da paisagem candidata baseia-se nas melhores práticas para o projeto, implementação e manutenção de atividades de restauração. O plano de restauração da paisagem incorpora as melhores práticas científicas disponíveis e abordagens resilientes ao clima, garantindo que a intervenção, incluindo aspectos como a seleção de espécies e as técnicas de restauração, seja adequada ao contexto local e aos objetivos da intervenção, e reduza a vulnerabilidade da intervenção de restauração aos impactos climáticos, como secas, inundações, incêndios florestais e temperaturas extremas. ","• Avalie se as abordagens para a restauração de ecossistemas são apoiadas por pesquisas científicas, conhecimento local ou práticas indígenas para restaurar ecossistemas naturais e reduzir a vulnerabilidade aos impactos climáticos.  • O projeto técnico deve abordar aspectos como preparação do terreno, declive, seleção de espécies, espaçamento e manutenção das árvores, ou como eliminar as pressões que impedem o crescimento da vegetação natural (por exemplo, gado, incêndios).  
• Os planos de restauração devem levar em consideração os impactos climáticos projetados para serem resilientes às mudanças climáticas.","• Se a resposta for “não”, o que está faltando no plano?","• Desenvolver um plano de restauração do ecossistema baseado nas melhores evidências científicas e levando em consideração as mudanças climáticas.
• Analisar planos de restauração de experiências bem-sucedidas em outros locais para obter informações sobre as melhores práticas.
",
27,Implementar,Projeto técnico,"Limitar os ""vazamentos""","A restauração limita os ""vazamentos""","• O processo de restauração possui disposições estabelecidas (por exemplo, políticas, práticas, incentivos, melhorias de desempenho) que limitam os vazamentos ou está sendo desenvolvido de forma a reduzi-los? As atividades de restauração impedem que os usuários da terra sejam deslocados para outras áreas onde não têm outra opção senão transformar/limpar os ecossistemas naturais para uso agrícola?","A restauração dos ecossistemas na paisagem candidata impede a transferência das atividades de desmatamento para outros locais (""vazamento""), resultando em um aumento líquido da área restaurada.","• Existe o risco de que a restauração do ecossistema na paisagem alvo possa resultar no deslocamento das atividades que estavam causando a degradação do solo para alguma outra paisagem.
• Embora esse “vazamento” possa resultar em um aumento da área restaurada na paisagem alvo, também resultaria em um aumento de terras degradadas ou desmatadas em outros locais.  
• Algumas maneiras de limitar vazamentos decorrentes de atividades de restauração podem incluir: Combinar a restauração com usos produtivos (por exemplo, agroflorestamento), fornecer alternativas de subsistência locais que não exijam a conversão de terras em terras agrícolas, aumentar a eficiência agrícola para que a produção não se desloque para novas áreas, planejar a restauração em nível de paisagem para gerenciar as mudanças nas atividades e abordar os fatores subjacentes à degradação. 
• Para obter mais informações sobre o reflorestamento em um país que desloca o desmatamento para outro, consulte: Meyfroidt e Lambin (2011).","• Caso a resposta seja “não”, quais medidas estão faltando no processo de restauração para evitar o deslocamento da degradação do solo para outras áreas?","• Implementar medidas que aumentem a produtividade por hectare de culturas, pecuária ou madeira em terras agrícolas e florestais existentes.
• Implementar medidas que reduzam a demanda por plantações, gado ou madeira.

",
28,Implementar,Financiamento e incentivos,Superar incentivos negativos,Incentivos positivos e fundos de restauração superam os incentivos negativos.,"• Do ponto de vista das partes interessadas relevantes, os incentivos financeiros e os mecanismos de financiamento disponíveis incentivam suficientemente a restauração na paisagem em questão, em comparação com incentivos que podem desencorajar ou impedir a recuperação do ecossistema?","Do ponto de vista das partes interessadas relevantes, os incentivos financeiros e os mecanismos de financiamento para apoiar a restauração na área candidata estão disponíveis, são acessíveis e suficientemente atrativos para incentivar o investimento em atividades de restauração. Esses incentivos visam compensar os custos de oportunidade e os riscos financeiros associados à restauração, bem como neutralizar incentivos concorrentes que favorecem usos da terra ou práticas que dificultam ou atrasam a recuperação do ecossistema. O quadro geral de incentivos apoia um compromisso sustentado com a restauração a longo prazo.","• A restauração pode ocorrer quando os incentivos gerais superam tanto os custos da restauração quanto os benefícios contínuos obtidos na paisagem degradada.
• Incentivos “positivos” (por exemplo, subsídios, empréstimos, isenções fiscais, pagamentos por serviços ecossistêmicos, bens e serviços privados) incentivam a restauração, enquanto incentivos “negativos” (por exemplo, subsídios para pecuária, agricultura ou indústrias extrativas) a desencorajam.
• Se os incentivos positivos forem ofuscados pelos negativos, uma restauração em larga escala torna-se improvável; e tanto a quantidade quanto o momento dos incentivos são importantes.
• Os incentivos e o financiamento fazem parte da implementação porque afetam diretamente as decisões dos administradores de terras em relação à restauração.","• Quais são os principais incentivos positivos e negativos que influenciam as decisões de restauração e uso da terra na paisagem em questão?
• Do ponto de vista das partes interessadas relevantes, qual é a magnitude ou escala desses incentivos (por exemplo, valor financeiro por hectare ou medidas comparáveis)?","• Introduzir mecanismos de financiamento dedicados à restauração de ecossistemas, tais como:
- Subsídios
- Empréstimos com juros baixos
- Isenções fiscais (sobre insumos, produtos ou financiamento de restauração)
- Gastos públicos diretos
- Políticas de compras públicas
- Pagamentos por serviços ecossistêmicos (por exemplo, água, carbono)
- Eliminar ou reduzir incentivos que desencorajem a regeneração florestal ou de árvores
",
29,Implementar,Financiamento e incentivos,Financiamento disponível,Há financiamento disponível para projetos de restauração.,"Os incentivos financeiros e os mecanismos de financiamento concebidos para promover a restauração na área-alvo são acessíveis, inclusivos e utilizáveis por uma ampla gama de partes interessadas, incluindo as comunidades locais?","Os mecanismos e incentivos financeiros foram cuidadosamente concebidos, selecionados e aplicados para apoiar eficazmente as políticas, ações e medidas de restauração, tanto à escala da paisagem como à escala da comunidade. Esses mecanismos são acessíveis a uma ampla gama de partes interessadas, promovem a participação equitativa e alavancam o financiamento do setor privado, quando apropriado, para melhorar e sustentar os resultados da restauração.","• Os incentivos e fundos incluem subsídios, empréstimos, isenções fiscais sobre insumos, produtos ou financiamento da restauração, gastos governamentais diretos, como subsídios ou políticas de aquisição, pagamentos por serviços ecossistêmicos ou mercados privados de bens e serviços que incentivem os esforços de restauração de ecossistemas.
• Analise se indivíduos, comunidades ou grupos em paisagens em processo de restauração solicitaram e receberam apoio financeiro para atividades de restauração. Inclua comentários de indivíduos ou grupos que tentaram acessar esses incentivos ou fundos, mas não obtiveram sucesso.","• Se a resposta for “não”, quais são as barreiras de acesso?","• Comunicar e divulgar ativamente a disponibilidade de incentivos financeiros e oportunidades de financiamento por meio de uma disseminação acessível e direcionada.
• Prestar assistência técnica e administrativa às partes interessadas e aos usuários de terras para apoiar os processos de inscrição, conformidade e elaboração de relatórios.
• Simplificar os procedimentos de candidatura e reduzir os requisitos administrativos e de documentação para diminuir as barreiras de acesso a incentivos e fundos.",
